area,rooms,floor,total_floors,year_built,district,material,renovation,dist_to_center,price
31.7,1,2,5,1983,Нура,панель,без ремонта,17.68,15.0
37.8,1,8,9,1964,Нура,панель,без ремонта,18.32,15.0
31.5,1,3,15,1975,Нура,кирпич,косметический,16.79,15.0
32.5,1,4,8,1973,Сарыарка,панель,без ремонта,15.22,15.0
102.6,3,5,11,1965,Алматы,кирпич,евро,3.28,138.05
32.0,1,13,16,2006,Нура,панель,косметический,19.83,15.0
61.0,1,2,7,1994,Байконыр,монолит,косметический,10.98,59.44
92.8,3,5,23,2007,Байконыр,монолит,евро,4.97,148.0
124.5,5,9,11,1973,Есиль,монолит,косметический,2.14,217.03
44.3,1,10,20,2005,Нура,панель,евро,18.05,19.8
125.1,3,13,18,1964,Есиль,монолит,дизайнерский,1.84,250.0
98.6,3,18,20,2007,Байконыр,монолит,дизайнерский,3.7,176.06
34.3,2,10,11,2013,Нура,монолит,евро,17.91,15.0
100.5,3,4,8,1976,Алматы,кирпич,дизайнерский,4.72,150.94
121.6,5,2,8,1981,Алматы,монолит,дизайнерский,1.54,250.0
35.3,1,9,9,1988,Нура,монолит,косметический,16.75,15.9
127.0,3,5,16,1998,Есиль,монолит,евро,1.3,250.0
61.9,2,14,18,1994,Сарыарка,кирпич,евро,9.04,61.26
98.8,2,16,20,1966,Байконыр,монолит,евро,5.94,147.39
122.6,3,12,25,1984,Есиль,монолит,дизайнерский,2.32,250.0
61.8,1,4,22,1993,Сарыарка,монолит,евро,8.65,62.2
107.1,3,6,12,2000,Алматы,монолит,евро,3.95,168.45
79.1,4,3,14,2001,Сарыарка,панель,евро,8.62,78.78
98.9,4,9,25,2003,Байконыр,монолит,евро,3.1,154.86
91.7,3,8,19,1989,Байконыр,монолит,дизайнерский,3.43,160.96
34.8,2,7,13,1993,Нура,панель,без ремонта,18.76,15.18
73.7,3,5,22,1982,Сарыарка,панель,евро,10.92,63.61
68.6,1,6,7,1977,Сарыарка,монолит,без ремонта,10.57,58.54
43.5,1,2,19,1980,Сарыарка,кирпич,косметический,18.07,18.19
38.4,2,24,24,1988,Нура,панель,косметический,18.32,15.61
64.0,2,6,16,1967,Байконыр,монолит,дизайнерский,8.28,69.26
43.8,1,9,17,1974,Сарыарка,панель,косметический,19.07,19.33
34.5,2,6,6,1967,Нура,кирпич,без ремонта,15.04,15.0
109.8,4,12,17,1986,Байконыр,кирпич,евро,3.36,161.09
106.9,4,1,11,1992,Алматы,монолит,косметический,4.39,141.43
103.2,4,16,25,1970,Байконыр,монолит,евро,5.23,126.28
77.5,4,7,11,1969,Сарыарка,кирпич,косметический,8.46,62.46
119.3,4,11,11,1994,Алматы,монолит,евро,2.09,218.95
105.1,4,8,13,1974,Байконыр,монолит,без ремонта,3.89,137.54
31.7,1,19,19,2017,Нура,панель,без ремонта,21.35,15.0
38.3,1,13,24,1970,Нура,панель,без ремонта,15.5,15.0
92.6,4,3,12,1991,Алматы,кирпич,евро,3.44,133.27
35.2,1,5,9,2012,Нура,кирпич,без ремонта,18.16,15.7
64.0,3,20,21,1966,Байконыр,панель,косметический,10.54,49.47
129.3,3,1,16,1989,Есиль,кирпич,косметический,1.99,250.0
42.0,1,6,14,1991,Нура,панель,без ремонта,16.45,18.25
43.2,2,2,25,1996,Нура,кирпич,евро,18.67,19.05
129.2,5,13,15,2018,Есиль,монолит,дизайнерский,1.5,250.0
105.3,4,9,17,1998,Байконыр,кирпич,косметический,4.92,156.32
37.1,2,18,25,1984,Нура,панель,без ремонта,16.96,15.0
116.4,4,9,9,1986,Есиль,монолит,евро,2.47,220.28
129.2,5,20,23,2001,Алматы,кирпич,дизайнерский,1.98,250.0
74.1,1,11,25,1979,Байконыр,кирпич,косметический,10.28,66.36
94.2,2,14,14,2005,Алматы,монолит,косметический,3.9,139.56
44.6,1,6,12,1985,Байконыр,панель,косметический,21.02,19.28
38.3,2,8,8,1963,Нура,панель,евро,17.77,15.0
99.8,4,6,6,1995,Есиль,кирпич,евро,4.73,135.57
34.1,1,6,25,1976,Нура,монолит,без ремонта,19.47,15.0
93.6,3,11,14,1983,Алматы,кирпич,евро,5.8,128.16
126.6,4,14,19,1981,Есиль,монолит,евро,1.46,245.39
37.3,2,8,10,1969,Нура,панель,косметический,16.74,15.0
105.1,3,2,11,1979,Байконыр,монолит,евро,3.87,152.5
30.6,1,12,22,2020,Нура,панель,косметический,15.14,15.0
116.6,4,3,18,1981,Алматы,монолит,дизайнерский,2.43,238.74
42.1,1,9,9,2008,Сарыарка,кирпич,без ремонта,17.83,18.0
94.9,2,5,5,1986,Байконыр,монолит,дизайнерский,4.54,162.11
75.3,3,13,22,1964,Сарыарка,кирпич,без ремонта,10.74,60.53
65.9,1,1,6,2015,Сарыарка,монолит,евро,8.71,69.06
95.1,2,4,5,2019,Есиль,монолит,дизайнерский,5.42,165.41
92.2,3,5,11,1975,Байконыр,монолит,евро,5.08,133.1
70.1,3,19,24,1971,Сарыарка,кирпич,косметический,10.91,58.9
104.4,3,2,18,2021,Байконыр,монолит,дизайнерский,5.25,201.03
122.8,5,3,5,1966,Алматы,монолит,дизайнерский,2.31,230.43
64.5,1,9,24,2018,Сарыарка,панель,косметический,11.74,68.47
67.6,1,23,24,1971,Байконыр,кирпич,косметический,10.4,58.27
31.5,1,6,19,2017,Нура,монолит,косметический,18.76,15.0
95.9,4,6,6,2021,Есиль,монолит,евро,5.32,148.19
79.3,2,5,5,1975,Алматы,кирпич,дизайнерский,8.78,74.77
73.9,1,14,23,1974,Байконыр,кирпич,евро,10.72,76.09
34.6,1,4,22,1967,Сарыарка,кирпич,косметический,18.22,15.0
115.5,5,5,22,2011,Алматы,монолит,евро,2.03,227.2
76.9,3,1,15,1983,Нура,кирпич,евро,9.37,73.99
100.4,3,14,17,2002,Есиль,монолит,косметический,4.62,148.47
38.5,1,6,8,2000,Нура,панель,косметический,21.73,17.0
123.8,5,2,5,1994,Есиль,монолит,дизайнерский,2.08,250.0
30.6,1,7,9,1976,Нура,панель,косметический,19.95,15.0
31.2,1,11,18,1984,Сарыарка,панель,дизайнерский,21.97,15.0
129.0,5,11,13,1993,Байконыр,монолит,евро,1.46,250.0
120.5,5,2,17,1966,Есиль,монолит,евро,1.61,217.62
40.4,1,3,14,1986,Нура,кирпич,без ремонта,17.07,16.55
70.8,3,13,16,2006,Сарыарка,монолит,евро,8.2,78.14
96.6,3,9,24,1987,Байконыр,монолит,дизайнерский,4.61,165.67
122.6,4,18,18,1986,Есиль,монолит,евро,1.04,235.02
64.8,2,23,25,2015,Сарыарка,панель,евро,9.21,64.31
74.3,2,3,25,1995,Алматы,кирпич,косметический,11.62,74.89
105.5,5,7,17,2008,Байконыр,монолит,евро,5.16,157.77
94.5,3,19,25,1963,Алматы,кирпич,дизайнерский,5.09,141.99
108.8,3,2,10,2021,Алматы,кирпич,косметический,5.01,168.09
70.0,2,13,15,2011,Сарыарка,кирпич,косметический,9.64,74.92
31.1,1,1,6,2014,Сарыарка,кирпич,косметический,20.52,15.0
118.4,4,1,6,2005,Байконыр,монолит,дизайнерский,1.77,241.58
123.1,4,4,7,1995,Есиль,монолит,дизайнерский,1.37,250.0
96.4,3,2,7,1994,Байконыр,монолит,косметический,4.15,133.05
37.2,2,9,13,2001,Нура,кирпич,косметический,18.89,16.02
35.1,2,8,20,1992,Сарыарка,панель,косметический,19.28,15.04
92.1,4,7,25,2008,Байконыр,монолит,без ремонта,5.49,114.9
33.4,1,21,25,1982,Нура,панель,косметический,21.9,15.0
127.0,3,2,8,2010,Есиль,кирпич,дизайнерский,1.33,250.0
63.5,1,7,14,1982,Сарыарка,кирпич,косметический,11.46,58.01
94.8,4,3,14,1991,Байконыр,монолит,евро,3.71,134.99
118.2,5,1,7,1964,Байконыр,монолит,дизайнерский,2.41,208.75
68.2,1,2,5,2019,Байконыр,монолит,косметический,10.03,71.23
72.7,1,4,12,2005,Байконыр,кирпич,евро,10.07,78.39
91.5,4,10,22,1976,Байконыр,монолит,дизайнерский,3.47,135.49
99.4,2,7,13,1962,Байконыр,монолит,евро,4.04,143.09
74.7,1,2,13,2016,Сарыарка,кирпич,без ремонта,8.02,76.23
95.0,4,1,25,1960,Алматы,кирпич,косметический,3.76,119.23
123.3,3,2,12,1991,Есиль,монолит,евро,1.0,250.0
64.9,1,12,19,1962,Байконыр,панель,косметический,10.55,57.4
32.8,2,25,25,2005,Нура,панель,косметический,19.58,15.0
77.5,2,1,7,1973,Сарыарка,кирпич,евро,8.43,69.46
67.6,3,1,15,1988,Нура,панель,косметический,9.91,55.81
41.5,1,10,12,1997,Сарыарка,панель,евро,21.29,18.22
44.3,1,6,7,1984,Нура,панель,без ремонта,20.08,15.82
107.7,5,5,6,2004,Байконыр,монолит,евро,4.99,164.91
65.4,1,4,18,1993,Сарыарка,панель,без ремонта,9.04,54.39
120.3,3,16,18,1987,Есиль,панель,дизайнерский,2.19,243.65
32.1,1,10,16,1981,Нура,панель,косметический,15.89,15.0
44.4,1,3,19,1986,Байконыр,кирпич,без ремонта,19.9,18.13
100.3,4,3,20,1981,Байконыр,монолит,евро,3.69,134.77
126.2,3,4,6,1998,Есиль,монолит,дизайнерский,1.21,250.0
38.9,1,4,5,2010,Сарыарка,кирпич,косметический,18.39,17.56
39.6,1,10,12,1999,Сарыарка,кирпич,косметический,21.43,16.87
40.6,1,10,16,1962,Сарыарка,кирпич,косметический,20.65,16.76
63.9,2,12,23,2015,Сарыарка,кирпич,косметический,9.57,61.91
76.1,2,18,25,2011,Алматы,кирпич,евро,10.15,80.84
40.6,1,3,22,2014,Сарыарка,кирпич,косметический,15.73,19.11
42.3,1,5,11,1963,Сарыарка,кирпич,косметический,15.94,17.6
67.1,3,2,17,2014,Сарыарка,монолит,косметический,8.06,70.88
125.5,4,6,7,1990,Есиль,монолит,дизайнерский,0.75,250.0
94.7,3,10,15,2015,Алматы,кирпич,евро,4.97,145.96
69.7,3,6,7,2011,Байконыр,кирпич,косметический,9.14,69.83
37.3,2,13,25,2018,Сарыарка,панель,без ремонта,15.49,15.0
38.0,2,14,14,1968,Нура,панель,без ремонта,18.45,15.0
34.9,2,19,20,1996,Нура,панель,без ремонта,15.57,15.0
99.0,4,5,7,2008,Байконыр,монолит,евро,4.54,163.83
125.5,5,21,25,1999,Есиль,монолит,дизайнерский,0.77,248.7
120.7,5,11,16,2013,Есиль,монолит,дизайнерский,1.47,250.0
124.0,5,5,6,2007,Алматы,кирпич,евро,1.52,238.42
124.8,4,3,12,1962,Алматы,монолит,дизайнерский,1.28,236.78
125.2,3,9,9,1973,Есиль,монолит,дизайнерский,1.9,250.0
31.6,1,2,6,2001,Сарыарка,панель,евро,20.07,15.0
40.0,2,4,5,1983,Сарыарка,панель,без ремонта,18.87,16.51
64.5,3,12,19,1983,Сарыарка,монолит,косметический,11.96,56.78
73.7,2,3,23,2020,Байконыр,кирпич,евро,8.23,81.25
30.5,1,14,18,1965,Нура,кирпич,евро,20.85,15.0
123.6,3,2,19,1994,Алматы,монолит,дизайнерский,1.57,250.0
93.9,3,3,5,1980,Байконыр,монолит,косметический,3.46,139.43
75.6,3,7,8,1963,Алматы,кирпич,косметический,9.28,55.84
34.1,1,1,5,1984,Нура,кирпич,без ремонта,16.96,15.0
31.4,1,10,25,1986,Нура,кирпич,косметический,18.63,15.0
32.9,1,11,20,1990,Нура,монолит,косметический,15.82,15.94
128.0,4,24,25,1970,Алматы,монолит,евро,0.83,250.0
93.6,3,10,24,2008,Алматы,монолит,евро,3.78,158.05
96.0,4,2,9,1983,Байконыр,монолит,евро,4.57,146.67
39.6,1,2,15,1997,Сарыарка,кирпич,косметический,21.19,17.63
66.8,2,4,18,1995,Сарыарка,монолит,без ремонта,9.29,55.43
78.9,4,18,20,1997,Алматы,кирпич,евро,9.52,79.65
92.2,2,15,19,1993,Алматы,кирпич,евро,5.2,135.14
93.8,2,6,14,1979,Байконыр,монолит,евро,4.19,147.69
39.4,1,5,5,1992,Нура,панель,косметический,16.23,16.4
118.7,4,23,24,1995,Алматы,кирпич,евро,1.33,229.11
36.3,2,17,19,1961,Сарыарка,кирпич,косметический,15.72,15.0
115.8,4,1,22,2007,Есиль,монолит,дизайнерский,0.88,224.63
31.4,1,1,9,1989,Сарыарка,кирпич,евро,16.44,15.0
36.5,2,6,7,1979,Сарыарка,кирпич,косметический,20.64,15.0
129.4,4,9,23,1961,Есиль,монолит,дизайнерский,0.81,234.09
35.3,1,4,21,1980,Нура,панель,без ремонта,15.74,15.0
60.6,3,15,22,1986,Байконыр,монолит,евро,10.74,59.62
62.7,1,5,14,2015,Байконыр,кирпич,косметический,8.99,61.03
40.8,2,23,24,2002,Сарыарка,панель,без ремонта,19.3,15.56
108.8,3,6,9,1987,Байконыр,монолит,евро,3.7,170.9
115.9,4,5,20,1968,Алматы,монолит,дизайнерский,1.07,230.14
128.5,3,15,15,1978,Алматы,монолит,дизайнерский,1.96,250.0
71.8,2,5,8,2020,Сарыарка,панель,косметический,9.84,69.94
74.0,2,6,20,1968,Байконыр,кирпич,косметический,10.58,64.7
38.7,1,2,12,2001,Сарыарка,кирпич,косметический,20.22,16.04
37.4,2,5,8,1994,Сарыарка,панель,косметический,20.26,15.07
37.3,2,15,19,1974,Нура,панель,косметический,16.33,15.0
124.2,3,18,21,2017,Алматы,монолит,дизайнерский,1.95,250.0
128.8,4,2,11,1986,Алматы,монолит,дизайнерский,2.25,250.0
103.3,4,11,25,2003,Алматы,монолит,евро,3.89,160.24
65.0,3,19,19,1966,Сарыарка,панель,евро,9.29,55.3
71.1,1,4,5,2023,Алматы,панель,косметический,11.8,73.92
66.4,1,2,12,1961,Байконыр,панель,евро,11.92,61.04
71.1,2,23,25,1980,Сарыарка,панель,евро,8.48,67.21
73.2,2,6,8,2020,Байконыр,кирпич,евро,9.38,83.83
44.5,1,12,25,2002,Нура,панель,косметический,15.43,20.13
41.3,1,12,15,2004,Сарыарка,панель,без ремонта,18.14,15.67
123.5,4,13,19,1980,Есиль,монолит,евро,2.06,229.26
79.5,3,5,19,2011,Байконыр,монолит,без ремонта,8.83,75.15
127.3,4,12,15,2021,Алматы,монолит,евро,1.66,250.0
37.5,2,4,15,2001,Нура,панель,косметический,16.42,15.97
69.1,3,4,16,1974,Байконыр,кирпич,евро,8.75,60.03
37.2,2,11,18,2019,Нура,монолит,косметический,19.89,19.27
30.4,1,1,20,1960,Сарыарка,кирпич,косметический,17.5,15.0
44.1,1,9,14,2019,Сарыарка,кирпич,косметический,18.15,21.01
34.8,1,8,14,1960,Нура,панель,евро,15.79,15.0
125.8,5,16,21,1963,Есиль,монолит,дизайнерский,1.26,223.61
73.0,2,4,20,1962,Сарыарка,монолит,евро,9.96,68.79
108.4,3,11,18,1972,Байконыр,кирпич,без ремонта,3.29,136.63
71.6,3,7,14,2008,Сарыарка,кирпич,евро,10.26,71.24
66.4,2,3,17,1986,Сарыарка,панель,без ремонта,9.7,59.22
65.1,1,8,16,1965,Сарыарка,панель,евро,9.09,58.63
33.8,1,13,14,1982,Нура,панель,косметический,18.97,15.0
122.9,5,7,8,2025,Алматы,монолит,евро,0.71,250.0
95.1,2,3,16,1994,Алматы,монолит,косметический,3.08,144.12
107.1,4,12,14,2008,Байконыр,кирпич,евро,5.92,165.12
79.8,4,4,6,1977,Алматы,монолит,евро,9.11,69.64
45.0,1,2,25,1994,Нура,панель,евро,16.3,19.47
120.4,3,18,19,2012,Байконыр,монолит,евро,1.86,250.0
64.1,1,4,7,2004,Сарыарка,кирпич,дизайнерский,11.97,70.14
40.8,2,9,9,1960,Сарыарка,панель,без ремонта,19.75,15.0
75.8,3,2,16,2000,Байконыр,монолит,евро,11.69,77.86
97.2,2,4,23,2012,Алматы,кирпич,косметический,3.29,151.07
92.9,2,14,15,1968,Байконыр,кирпич,дизайнерский,3.37,135.52
106.1,5,6,22,1985,Алматы,монолит,евро,5.61,145.8
91.2,2,4,7,2002,Алматы,монолит,евро,4.99,152.19
30.7,1,10,16,1960,Байконыр,панель,косметический,15.5,15.0
115.0,4,21,22,2006,Есиль,кирпич,дизайнерский,1.22,233.77
62.9,2,8,22,2015,Байконыр,кирпич,евро,8.3,68.65
98.1,3,8,10,1994,Байконыр,кирпич,евро,4.31,146.54
30.9,2,14,19,1989,Нура,кирпич,косметический,21.83,15.0
118.8,3,4,5,1966,Алматы,монолит,косметический,1.15,203.04
30.4,1,4,7,2007,Нура,монолит,косметический,19.79,15.0
39.0,1,2,23,2022,Нура,панель,без ремонта,16.27,17.06
76.1,3,6,20,2017,Байконыр,кирпич,косметический,10.63,80.48
31.1,1,6,9,1996,Нура,панель,косметический,15.1,15.0
44.0,2,11,25,1962,Сарыарка,панель,без ремонта,17.34,15.0
106.4,5,5,25,1978,Байконыр,монолит,евро,4.95,152.68
63.7,3,4,5,1977,Сарыарка,кирпич,евро,9.83,55.22
129.3,3,3,5,1960,Алматы,кирпич,дизайнерский,2.45,246.19
79.3,2,8,10,1967,Байконыр,монолит,евро,10.76,74.45
102.3,4,12,21,1997,Байконыр,монолит,косметический,5.8,159.34
73.7,2,7,17,1966,Байконыр,панель,евро,10.39,60.98
100.4,2,2,15,1962,Алматы,монолит,косметический,3.3,141.35
97.1,3,2,13,2022,Байконыр,монолит,евро,3.73,160.26
61.8,3,8,15,1999,Байконыр,монолит,косметический,11.56,59.73
119.1,5,7,18,2013,Алматы,монолит,евро,1.01,248.07
73.9,1,5,6,1976,Сарыарка,кирпич,без ремонта,8.27,69.15
44.1,1,11,17,1984,Нура,панель,евро,16.07,20.47
91.5,4,3,9,2000,Алматы,монолит,евро,5.58,133.37
126.3,4,16,21,2005,Есиль,кирпич,дизайнерский,0.76,250.0
38.2,2,6,9,1984,Нура,панель,без ремонта,16.53,15.0
72.1,3,6,6,2020,Байконыр,монолит,евро,9.4,74.35
122.6,4,14,14,2006,Алматы,монолит,евро,2.41,250.0
109.8,4,14,14,1974,Байконыр,кирпич,дизайнерский,5.34,158.18
119.6,4,2,15,1966,Есиль,монолит,дизайнерский,1.25,240.44
66.8,2,13,23,1960,Сарыарка,кирпич,евро,11.94,60.13
93.5,2,1,19,2015,Байконыр,кирпич,евро,5.98,154.78
65.2,3,11,12,2014,Байконыр,кирпич,без ремонта,8.73,61.27
129.9,4,15,20,1991,Есиль,монолит,дизайнерский,1.41,250.0
74.4,1,4,15,2007,Сарыарка,кирпич,косметический,8.51,83.94
95.1,3,6,9,2018,Алматы,монолит,евро,3.94,175.81
74.8,2,3,5,1970,Сарыарка,монолит,евро,10.92,75.49
66.5,3,3,5,2024,Байконыр,панель,евро,11.11,66.09
94.7,4,5,9,1992,Байконыр,монолит,евро,5.83,140.34
77.5,3,22,22,1988,Сарыарка,кирпич,косметический,10.69,65.23
115.7,5,11,14,1970,Есиль,кирпич,евро,0.85,195.38
65.4,1,6,14,2004,Байконыр,кирпич,косметический,11.1,57.29
108.2,5,11,13,1999,Байконыр,монолит,косметический,4.03,162.1
61.4,2,2,10,1961,Байконыр,кирпич,косметический,10.77,53.47
72.0,2,6,20,2002,Сарыарка,кирпич,косметический,8.54,63.62
62.1,2,1,5,1969,Сарыарка,кирпич,евро,10.43,57.17
39.2,1,16,17,1978,Нура,панель,без ремонта,21.11,15.0
34.4,2,1,24,2000,Нура,панель,косметический,19.22,15.0
105.3,4,21,23,2011,Алматы,монолит,дизайнерский,5.15,181.91
99.1,4,10,12,1968,Алматы,монолит,косметический,5.65,116.3
109.1,3,21,22,1991,Байконыр,монолит,дизайнерский,3.51,182.96
31.0,1,7,9,1978,Сарыарка,панель,без ремонта,16.24,15.0
65.5,3,5,10,2006,Сарыарка,кирпич,евро,11.11,64.43
41.1,2,10,12,2014,Сарыарка,кирпич,без ремонта,18.9,16.24
91.1,2,5,5,2002,Байконыр,монолит,без ремонта,3.62,133.05
123.7,3,9,10,2012,Есиль,монолит,евро,1.43,250.0
31.5,1,18,22,1989,Сарыарка,панель,косметический,16.79,15.0
107.9,3,17,21,1999,Байконыр,кирпич,евро,4.74,163.62
31.3,1,8,11,1979,Нура,панель,косметический,21.83,15.0
34.7,1,10,11,2025,Сарыарка,панель,без ремонта,15.23,15.0
30.2,1,6,12,1973,Нура,панель,косметический,20.13,15.0
36.5,1,4,7,2020,Сарыарка,панель,косметический,20.41,16.52
91.2,2,7,8,2009,Алматы,монолит,косметический,5.53,157.25
121.9,3,7,25,2025,Есиль,кирпич,косметический,2.45,250.0
40.6,1,15,19,2002,Сарыарка,кирпич,косметический,15.47,19.23
70.1,1,3,19,1983,Байконыр,кирпич,евро,11.46,71.31
97.8,2,6,10,1978,Байконыр,монолит,евро,3.24,144.71
116.1,3,1,22,1971,Есиль,монолит,евро,1.95,208.43
91.1,4,8,8,2023,Алматы,панель,косметический,5.55,119.93
42.0,1,22,25,1967,Нура,кирпич,без ремонта,16.2,17.13
110.0,5,4,15,2013,Алматы,кирпич,евро,4.03,165.23
65.7,1,2,11,2006,Байконыр,кирпич,евро,8.98,69.95
118.2,3,13,20,1968,Есиль,кирпич,евро,1.55,231.65
64.3,2,12,13,2020,Нура,кирпич,без ремонта,8.51,55.28
108.3,5,4,10,1970,Алматы,монолит,дизайнерский,4.22,145.71
39.1,1,19,19,1970,Сарыарка,панель,без ремонта,17.69,15.0
74.1,1,10,20,1995,Сарыарка,монолит,косметический,11.12,79.84
125.4,5,8,17,1966,Есиль,монолит,евро,1.25,222.93
101.7,2,5,14,1966,Байконыр,монолит,евро,4.02,160.14
70.9,1,3,11,2001,Сарыарка,кирпич,косметический,9.03,70.15
116.6,3,5,13,2023,Есиль,кирпич,дизайнерский,1.36,250.0
127.0,5,4,23,1963,Байконыр,монолит,евро,1.8,222.9
76.8,4,5,12,2002,Байконыр,панель,без ремонта,8.13,64.0
71.6,3,8,25,1999,Сарыарка,кирпич,евро,11.3,70.1
69.7,2,1,8,1964,Сарыарка,панель,косметический,10.02,55.71
94.4,2,3,8,1969,Байконыр,кирпич,косметический,5.73,135.2
65.2,1,1,11,1989,Байконыр,панель,евро,9.31,56.84
42.7,2,1,5,2005,Нура,панель,евро,21.08,18.27
124.4,5,17,23,1974,Есиль,монолит,евро,1.16,230.25
116.5,3,1,12,1988,Алматы,монолит,евро,0.97,232.98
119.3,5,3,7,1992,Есиль,монолит,евро,1.95,224.19
117.1,5,12,17,2006,Алматы,монолит,дизайнерский,2.27,239.89
95.5,4,1,25,1976,Байконыр,кирпич,евро,3.39,135.64
99.0,4,19,25,2005,Байконыр,кирпич,евро,4.72,146.28
96.5,3,1,7,2014,Байконыр,кирпич,без ремонта,3.44,147.94
75.8,2,2,21,1998,Сарыарка,кирпич,косметический,8.05,74.74
63.9,3,3,12,2007,Сарыарка,кирпич,косметический,8.14,58.71
36.1,1,19,22,1971,Сарыарка,панель,косметический,18.76,15.0
90.4,3,1,17,2019,Алматы,монолит,евро,5.79,146.17
42.7,2,2,20,1979,Нура,панель,без ремонта,19.59,16.64
37.6,1,21,22,1973,Нура,панель,косметический,20.48,15.0
103.1,4,15,23,1996,Байконыр,монолит,дизайнерский,5.39,150.58
64.8,3,5,8,1985,Байконыр,кирпич,косметический,11.17,56.47
33.3,1,1,20,1990,Нура,кирпич,без ремонта,20.8,15.0
102.3,2,3,7,2013,Байконыр,монолит,евро,3.7,180.9
127.0,3,14,24,1995,Байконыр,кирпич,дизайнерский,2.32,250.0
44.2,2,10,18,1984,Нура,панель,косметический,18.33,17.94
34.1,1,5,9,2012,Нура,панель,косметический,18.56,15.0
76.8,4,2,11,1985,Алматы,монолит,евро,9.96,73.76
108.1,3,23,23,2023,Алматы,панель,евро,3.89,177.49
123.0,4,13,18,2025,Байконыр,монолит,дизайнерский,2.21,250.0
30.4,1,3,9,1990,Нура,панель,евро,20.03,15.0
99.5,2,22,22,2010,Есиль,кирпич,евро,4.14,155.23
33.6,2,7,20,2006,Сарыарка,панель,евро,16.84,15.59
74.8,3,1,6,2016,Сарыарка,панель,евро,8.6,78.82
115.0,3,9,10,1990,Алматы,кирпич,евро,1.66,203.23
35.5,2,4,22,1986,Нура,кирпич,без ремонта,20.98,15.0
35.3,2,1,12,1978,Нура,панель,косметический,15.15,15.0
72.3,3,4,5,1998,Байконыр,панель,евро,9.43,69.47
96.9,3,5,17,2000,Байконыр,кирпич,евро,4.22,151.77
123.1,4,4,23,1989,Байконыр,монолит,евро,2.12,241.72
122.2,4,2,16,1980,Алматы,монолит,евро,2.37,242.78
37.9,1,4,25,1989,Байконыр,панель,без ремонта,16.37,15.97
43.2,1,7,7,1993,Сарыарка,панель,косметический,20.6,17.29
100.2,2,13,19,1968,Алматы,монолит,евро,5.45,139.85
34.4,1,16,18,2003,Нура,кирпич,косметический,17.38,16.64
124.6,5,16,25,2015,Есиль,монолит,дизайнерский,0.74,250.0
93.9,3,9,15,1981,Алматы,монолит,евро,4.69,144.43
37.8,1,5,22,1985,Нура,панель,без ремонта,16.05,15.0
115.5,5,8,8,1966,Алматы,монолит,евро,1.44,206.89
35.1,2,5,5,1998,Сарыарка,панель,без ремонта,16.31,15.0
60.8,3,11,20,1988,Сарыарка,панель,косметический,8.66,50.67
62.5,1,1,5,2016,Байконыр,панель,евро,8.45,64.73
70.0,1,18,23,2019,Сарыарка,кирпич,евро,9.11,74.38
102.5,2,2,5,2011,Байконыр,кирпич,евро,4.28,162.56
105.4,3,4,19,1973,Алматы,монолит,косметический,5.16,137.27
115.5,4,11,14,1973,Есиль,монолит,дизайнерский,1.07,231.29
120.2,5,16,18,1992,Есиль,монолит,дизайнерский,2.49,239.11
74.9,2,12,18,2000,Байконыр,кирпич,косметический,10.2,72.63
42.3,2,2,14,1962,Сарыарка,панель,без ремонта,18.72,15.0
93.1,3,10,15,1992,Байконыр,панель,евро,4.37,130.82
125.3,5,14,15,1965,Алматы,монолит,дизайнерский,2.37,223.13
69.3,1,14,19,1977,Сарыарка,кирпич,без ремонта,8.84,61.2
60.3,1,6,19,1983,Алматы,панель,косметический,9.37,49.26
63.7,3,10,14,1962,Алматы,кирпич,без ремонта,9.91,48.66
32.4,1,3,12,1977,Нура,панель,без ремонта,20.92,15.0
96.4,3,5,5,2001,Байконыр,кирпич,дизайнерский,3.38,153.0
71.8,3,18,21,2025,Сарыарка,панель,евро,9.68,66.62
107.4,5,6,9,2011,Байконыр,монолит,евро,3.32,172.06
125.0,3,2,14,1980,Алматы,монолит,дизайнерский,2.14,250.0
100.1,3,11,25,2022,Байконыр,кирпич,косметический,3.98,153.98
73.9,2,3,21,1989,Сарыарка,кирпич,косметический,8.51,62.26
60.7,2,10,12,1983,Байконыр,кирпич,евро,8.16,54.83
100.6,4,10,14,2015,Алматы,монолит,косметический,4.81,147.72
104.4,4,3,11,1986,Алматы,кирпич,косметический,3.4,147.93
60.9,1,16,18,2008,Сарыарка,панель,евро,8.14,64.89
119.2,4,7,8,1970,Алматы,монолит,дизайнерский,1.23,237.29
31.6,1,24,25,1981,Сарыарка,кирпич,без ремонта,15.49,15.0
118.2,4,7,25,2024,Алматы,монолит,евро,2.41,243.96
37.5,1,2,11,1976,Нура,панель,евро,15.21,16.56
40.1,1,5,9,2016,Нура,панель,косметический,18.26,18.72
65.2,3,5,16,1990,Байконыр,монолит,косметический,9.4,60.87
41.9,1,14,18,2023,Сарыарка,панель,косметический,21.69,20.48
38.8,1,8,18,1987,Сарыарка,панель,косметический,16.95,15.61
41.6,2,4,5,1992,Сарыарка,панель,косметический,21.71,16.56
61.7,2,4,19,1986,Байконыр,кирпич,евро,10.88,54.03
101.6,3,1,6,1973,Байконыр,монолит,дизайнерский,4.65,155.16
35.9,1,12,12,2015,Нура,кирпич,без ремонта,21.21,16.18
91.4,2,9,20,1997,Алматы,кирпич,евро,3.81,135.21
106.1,4,4,23,1993,Байконыр,кирпич,евро,5.09,159.29
